event_time,log_source_type,event_id,threat_identifier,user_account,user_privilege_level,host_name,workstation_name,machine_name,operating_system,source_ip_address,source_port_number,destination_ip_address,destination_port_number,client_ip_address,destination_domain,network_domain,network_protocol,security_action,event_severity,event_status,status_reason,event_category,detection_rule,security_verdict,alert_type,resource_url,http_method,user_agent_string,resource_name,affected_object,target_resource,file_accessed_path,file_path,process_name,parent_process_name,access_mask,event_description,event_details,log_message,raw_event_data,log_facility,status_code,event_location,bytes_sent_total,bytes_received_total,application_name
2025-05-26 11:16:03,mail,-1,-1,fadi.kassem,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,unmark_spam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,renvoi d’un email avec données sensibles,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:16:13,mail,-1,-1,mohanna.hadi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_decrypted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,accès à la boîte mail bloqué par l’administrateur,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:16:27,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Lease renewed for IP 192.168.10.111 on Vlan10,N/A,dhcpd,renew,um6p,0,0,N/A
2025-05-26 11:16:28,mail,-1,-1,farah.dawoud,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_released_from_quarantine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’un rapport de vulnérabilité réseau,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:16:30,iam,-1,-1,rima.bashir,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,session_terminated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,session terminated for user rima.bashir,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:16:39,ad,4690,-1,amina.talal,seloaddriverprivilege,N/A,um6p-desk05,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.11.12.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,normal logon - admin workstation,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:16:56,proxy,-1,-1,yasir.khalaf,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.151,N/A,compromised-site.ru,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://compromised-site.ru,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,url classée dans catégorie interdite,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:14,proxy,-1,-1,laila.badran,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.126,N/A,smtp.um6p.ma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://smtp.um6p.ma/outbound,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement autorisé depuis dépôt officiel,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:30,ad,4726,-1,mahmoud.najjar,N/A,N/A,um6p-sec01,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.3.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,"cn=finance_group,dc=um6p,dc=local",N/A,none,N/A,N/A,N/A,0xf2,user account disabled,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:36,iam,-1,-1,farid.shaheen,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,session_created,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,new session created for user farid.shaheen,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:37,mail,-1,-1,mustafa.alraqi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,security_question_changed,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’un document d’audit sécurité,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:54,edr,-1,-1,kareem.zidan,N/A,pc-abdulrahman,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,ftp,N/A,critical,allowed,userrequest,N/A,N/A,N/A,suspicious powershell activity,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,C:\Users\kareem\Music\song.mp3,N/A,powershell.exe,explorer.exe,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:56,mail,-1,-1,ibrahim.hamed,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,login_success,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,suppression d’un email de phishing détecté: ip 10.10.12.16,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:17:57,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.49,56869.0,172.65.251.78,636.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,directory-auth,allow-ldaps,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,5738,6588,ldaps
2025-05-26 11:18:07,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,System booted successfully,N/A,sys,startup,um6p,0,0,N/A
2025-05-26 11:18:17,edr,-1,-1,dania.kassem,N/A,pc-mohanna,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,dns,N/A,medium,blocked,created,N/A,N/A,N/A,suspicious powershell activity,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,C:\Windows\System32\rundll32.exe,N/A,cmd.exe,explorer.exe,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:18:18,mail,-1,-1,laila.badran,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,unauthorized_access_attempt,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’une pièce jointe confidentielle,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:18:33,mail,-1,-1,tamer.karim,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,account_reactivated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,réception d’un email contenant des instructions critiques,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:18:35,proxy,-1,-1,najwa.bassem,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.44,N/A,git.um6p.ma,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://git.um6p.ma/commit/hash,post,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,connexion à une base de données non sécurisée,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:18:40,iam,-1,-1,mohamed.hassan,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,access_denied,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,slack_workspace,N/A,N/A,none,N/A,N/A,N/A,N/A,access denied to slack_workspace for user mohamed.hassan,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:19:05,mail,-1,-1,zahra.mahdi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,security_policy_updated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,consultation d’un email avec informations stratégiques,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:19:18,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,6,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Assigned IP 192.168.10.113 to MAC 00:1A:2B:3C:4D:10 on GigabitEthernet0/3,N/A,dhcpd,address_assign,um6p,0,0,N/A
2025-05-26 11:19:20,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.40,48193.0,140.82.114.3,3389.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,remote-access,allow-rdp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2410,8450,rdp
2025-05-26 11:19:25,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Lease expired for IP 192.168.10.110 on GigabitEthernet0/1,N/A,dhcpd,expire,um6p,0,0,N/A
2025-05-26 11:19:26,proxy,-1,-1,kareem.jamal,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.39,N/A,dropbox.fake-um6p.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://dropbox.fake-um6p.com/share,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,domaine non blacklisté - accès autorisé,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:19:27,mail,-1,-1,kareem.jamal,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,multiple_login_locations,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,échec de connexion suite à tentative non autorisée,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:19:28,iam,-1,-1,ghassan.sharif,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,account_unlocked,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,account for user ghassan.sharif was unlocked by admin,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:19:42,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.69,49567.0,54.37.0.1,6379.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,database,allow-redis,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,3010,7333,redis
2025-05-26 11:19:57,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,IP routing adjacency with 192.168.10.119 on FastEthernet0/0 is up,N/A,routing,adjchange,um6p,0,0,N/A
2025-05-26 11:19:58,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.53,49721.0,23.23.23.23,6667.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,malware,allow-irc,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,1894,5317,irc
2025-05-26 11:20:03,ad,4697,-1,alaa.salem,N/A,N/A,um6p-wks02,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.14.15.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,"cn=shared_folder,dc=um6p,dc=local",N/A,none,N/A,N/A,N/A,0x23,system time changed,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:20:04,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.51,51419.0,209.85.231.108,10000.0,0.0.0.0,N/A,N/A,udp,allow,N/A,N/A,N/A,voip,allow-media,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2581,3641,media
2025-05-26 11:20:10,mail,-1,-1,sawsan.mansour,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,forward_email,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,"lecture d’un email d’alerte sécurité: destinataire 'nader.alsalem@um6p.ma', sujet 'mise à jour des licences logiciels'",N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:20:14,proxy,-1,-1,nisreen.jamal,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.106,N/A,drive-by-download.org,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://drive-by-download.org/index.html,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,tentative de spoofing réseau,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:20:21,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.67,25280.0,172.217.16.206,1433.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,database,allow-ms-sql,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,4586,7570,mssql
2025-05-26 11:21:08,iam,-1,-1,yasin.abdelrahman,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,session_terminated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,session terminated for user yasin.abdelrahman,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:21:09,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Route to 10.0.0.0/24 via 192.168.10.106 added,N/A,routing,update,um6p,0,0,N/A
2025-05-26 11:21:13,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.43,58746.0,185.234.219.241,25.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,email,allow-smtp,N/A,N/A,unknown_url,N/A,"""Googlebot/2.1 (+http://www.google.com/bot.html)""",N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2518,5630,smtp
2025-05-26 11:21:14,proxy,-1,-1,asmaa.rahman,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.30,N/A,um6p-docs-support.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://um6p-docs-support.com/login,get,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,requête http non conforme,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:21:36,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.48,62091.0,185.60.216.35,1433.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,database,allow-ms-sql,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,1503,8063,mssql
2025-05-26 11:22:06,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.75,2833.0,64.233.186.27,389.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,directory-auth,allow-ldap,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,6322,7646,ldap
2025-05-26 11:22:07,iam,-1,-1,omar.salem,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,mfa_fail,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,mfa verification failed for user omar.salem,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:22:14,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.68,53835.0,52.95.245.0,22.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,file-transfer,allow-ssh,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,8126,2573,ssh
2025-05-26 11:22:15,mail,-1,-1,hala.sharif,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,spam_filter_updated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,lecture d’un email urgent sur le budget it,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:22:26,ad,4647,-1,habib.mahfouz,N/A,N/A,um6p-labtest04,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,192.168.66.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,disabled_account1,none,N/A,N/A,N/A,N/A,network share accessed,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:22:26,mail,-1,-1,khalil.abdullah,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,email_tagged,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,consultation d’un email avec informations stratégiques,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:22:26,mail,-1,-1,salwa.hamdi,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,security_question_set,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,téléchargement d’une archive mail pour archivage,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:22:30,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.33,15922.0,185.100.87.202,636.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,directory-auth,allow-ldaps,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,6111,2703,ldaps
2025-05-26 11:22:36,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,IP routing adjacency with 192.168.10.111 on FastEthernet0/0 is up,N/A,routing,adjchange,um6p,0,0,N/A
2025-05-26 11:22:47,proxy,-1,-1,saif.alqahtani,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.19,N/A,notepad.download.com,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://notepad.download.com/plugin.exe,post,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,domaine récemment enregistré,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:00,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.91,60853.0,203.0.113.45,5601.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,cloud,allow-kibana,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,5955,2634,kibana
2025-05-26 11:23:09,mail,-1,-1,yasir.abdullah,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,auto_reply_set,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,signalement d’une tentative de fraude bancaire,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:11,edr,-1,-1,nawal.ibrahim,N/A,pc-salim,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,ftp,N/A,low,allowed,loginfailure,N/A,N/A,N/A,unauthorized access attempt,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,C:\Users\nawal\AppData\Local\Temp\msword.exe,N/A,explorer.exe,explorer.exe,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:15,iam,-1,-1,fatma.ismail,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,user_disabled,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,user fatma.ismail account disabled,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:22,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.70,12031.0,142.250.64.78,80.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,web,allow-http,N/A,N/A,unknown_url,N/A,"""Teams/1416.1.0.0 (Mac OS X)""",N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2843,3145,http
2025-05-26 11:23:26,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.57,58562.0,52.95.245.0,646.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,remote-access,allow-ldp,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,2002,1706,ldp
2025-05-26 11:23:31,proxy,-1,-1,nadia.abdel,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.95,N/A,fakevpn.um6p.net,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,http://fakevpn.um6p.net/connect,post,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,contenu malveillant détecté par antivirus,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:33,firewall,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,192.168.1.75,27550.0,185.100.87.202,1720.0,0.0.0.0,N/A,N/A,tcp,allow,N/A,N/A,N/A,voip,allow-h323,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,no_message,N/A,N/A,N/A,N/A,5538,6316,h323
2025-05-26 11:23:36,mail,-1,-1,rina.sharif,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,unmark_spam,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,partage sécurisé d’un fichier via mail interne,N/A,no_message,N/A,N/A,N/A,N/A,0,0,N/A
2025-05-26 11:23:43,router,-1,-1,N/A,N/A,N/A,N/A,N/A,N/A,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,unknown_url,N/A,unknown_agent,N/A,N/A,N/A,none,N/A,N/A,N/A,N/A,N/A,N/A,Neighbor 192.168.10.111 on GigabitEthernet0/1 changed state to FULL,N/A,ospf,adjchg,um6p,0,0,N/A
