event_time,log_source_type,event_id,threat_identifier,user_account,user_privilege_level,host_name,workstation_name,machine_name,operating_system,source_ip_address,source_port_number,destination_ip_address,destination_port_number,client_ip_address,destination_domain,network_domain,network_protocol,security_action,event_severity,event_status,status_reason,event_category,detection_rule,security_verdict,alert_type,resource_url,http_method,user_agent_string,resource_name,affected_object,target_resource,file_accessed_path,file_path,process_name,parent_process_name,access_mask,event_description,event_details,log_message,raw_event_data,log_facility,status_code,event_location,bytes_sent_total,bytes_received_total,application_name,hour,minute,time_bucket,anomaly_cluster,dbscan_status,events_in_5min,correlated_threat
2025-05-26 09:35:01,5,-1,0,44,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.62,,,,,,,,,,,,http://10.0.0.1:8080/admin,post,unknown_agent,,,,none,,,,,connexion sans user-agent détectée,,no_message,,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,['connexion sans user-agent détectée'],normal
2025-05-26 09:35:10,4,-1,0,29,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_encrypted,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,blocage d’un lien malveillant intégré dans un email,,no_message,,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,['blocage d’un lien malveillant intégré dans un email'],normal
2025-05-26 09:35:15,2,-1,0,143,,,,,,192.168.1.30,21558.0,1.1.1.1,5900.0,0.0.0.0,,,tcp,allow,,,,remote-access,allow-vnc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4377,2361,62,9,35,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:35:23,4,-1,0,113,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,spam_filter_updated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,échec de connexion suite à tentative non autorisée,,no_message,,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,['échec de connexion suite à tentative non autorisée'],normal
2025-05-26 09:35:24,2,-1,0,143,,,,,,192.168.1.16,29466.0,37.252.14.66,27017.0,0.0.0.0,,,tcp,allow,,,,database,allow-mongodb,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5294,5564,35,9,35,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:35:40,3,-1,0,85,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mfa_challenge,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,mfa challenge triggered for user muna.rashid,,no_message,,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,['mfa challenge triggered for user muna.rashid'],normal
2025-05-26 09:35:42,4,-1,0,116,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,multiple_login_locations,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’une liste de contacts sécurisée,,no_message,,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,['téléchargement d’une liste de contacts sécurisée'],normal
2025-05-26 09:35:44,7,-1,0,80,,pc-zahra,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,benign,,unknown_url,,unknown_agent,,,,none,fichier_backup_reseau.sql,,,,,,no_message,alert,,,,0,0,61,9,35,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:36:02,1,-1,0,40,,pc-adil,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,ftp,,low,blocked,maliciousbehavior,,,,unauthorized access attempt,unknown_url,,unknown_agent,,,,C:\Users\hala\Music\song.mp3,,cmd.exe,winlogon.exe,,,,no_message,,,,,0,0,61,9,36,2025-05-26 09:35:00,0,normal,['requête sortante bloquée'],normal
2025-05-26 09:36:08,0,5140,0,88,,,um6p-lab01,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.3.4.5,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,data export completed successfully,,no_message,,,,,0,0,61,9,36,2025-05-26 09:35:00,0,normal,['data export completed successfully'],normal
2025-05-26 09:36:17,3,-1,0,107,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,token_generated,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,authentication token generated for user raed.saleh,,no_message,,,,,0,0,61,9,36,2025-05-26 09:35:00,0,normal,['authentication token generated for user raed.saleh'],normal
2025-05-26 09:36:22,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,6,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Denied TCP src 192.168.10.112/13638 dst 192.168.10.110/31897 by access-group 100,,acl,logging,um6p,0,0,61,9,36,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:36:24,5,-1,0,40,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.27,,phish-links.net,,,,,,,,,,http://phish-links.net/credentials,get,unknown_agent,,,,none,,,,,requête sortante bloquée,,no_message,,,,,0,0,61,9,36,2025-05-26 09:35:00,0,normal,['requête sortante bloquée'],normal
2025-05-26 09:36:44,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,6,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Permitted TCP src 192.168.10.108/56712 dst 192.168.10.101/33693 by access-group 100,,acl,logging,um6p,0,0,61,9,36,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:36:54,2,-1,0,143,,,,,,192.168.1.50,45058.0,206.189.0.1,500.0,0.0.0.0,,,udp,allow,,,,vpn,allow-ike,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8073,2137,20,9,36,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:36:56,7,-1,0,31,,pc-tarik,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,malware_detected,,unknown_url,,unknown_agent,,,,none,plan_controle_acces.xlsx,,,,,,no_message,dnsrequest,,,,0,0,61,9,36,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:06,2,-1,0,143,,,,,,192.168.1.11,57028.0,104.210.2.201,1521.0,0.0.0.0,,,tcp,allow,,,,database,allow-oracle-db,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8483,2912,42,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:15,2,-1,0,143,,,,,,192.168.1.72,48615.0,20.81.111.85,54321.0,0.0.0.0,,,tcp,allow,,,,malware,allow-miscexploit,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8034,3100,34,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:36,2,-1,0,143,,,,,,192.168.1.25,51108.0,178.62.1.1,587.0,0.0.0.0,,,tcp,allow,,,,email,allow-smtp-sub,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8526,4141,54,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:42,7,-1,0,70,,pc-manal,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,blocked,,unknown_url,,unknown_agent,,,,none,rapport_analyse_vulnerabilites.pdf,,,,,,no_message,dnsrequest,,,,0,0,61,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:46,2,-1,0,143,,,,,,192.168.1.61,33735.0,198.51.100.77,5432.0,0.0.0.0,,,tcp,allow,,,,database,allow-postgresql,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,3435,4224,45,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:48,3,-1,0,83,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,password_change,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user muhannad.almasri changed their password,,no_message,,,,,0,0,61,9,37,2025-05-26 09:35:00,0,normal,['user muhannad.almasri changed their password'],normal
2025-05-26 09:37:55,2,-1,0,143,,,,,,192.168.1.56,31924.0,172.217.22.14,2375.0,0.0.0.0,,,tcp,allow,,,,cloud,allow-docker-api,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6952,3111,4,9,37,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:37:57,5,-1,0,79,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.137,,profile.um6p.ma,,,,,,,,,,https://profile.um6p.ma/edit,post,unknown_agent,,,,none,,,,,navigation vers site de partage interdit,,no_message,,,,,0,0,61,9,37,2025-05-26 09:35:00,0,normal,['navigation vers site de partage interdit'],normal
2025-05-26 09:38:06,5,-1,0,152,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.78,,ad.um6p.ma,,,,,,,,,,http://ad.um6p.ma/sync,get,unknown_agent,,,,none,,,,,"échec accès, utilisateur inconnu",,no_message,,,,,0,0,61,9,38,2025-05-26 09:35:00,0,normal,"['échec accès, utilisateur inconnu']",normal
2025-05-26 09:38:15,2,-1,0,143,,,,,,192.168.1.49,64955.0,54.37.0.1,53.0,0.0.0.0,,,udp,allow,,,,dns,allow-dns,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,338,5285,3,9,38,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:38:32,3,-1,0,132,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mfa_enrolled,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user sara.farid enrolled in mfa,,no_message,,,,,0,0,61,9,38,2025-05-26 09:35:00,0,normal,['user sara.farid enrolled in mfa'],normal
2025-05-26 09:38:41,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Line protocol on Interface GigabitEthernet0/0, changed state to up",,lineproto,updown,um6p,0,0,61,9,38,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:38:42,2,-1,0,143,,,,,,192.168.1.60,1508.0,13.107.246.10,6379.0,0.0.0.0,,,tcp,allow,,,,database,allow-redis,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,675,6413,47,9,38,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:38:51,2,-1,0,143,,,,,,192.168.1.52,33246.0,157.240.1.35,3306.0,0.0.0.0,,,tcp,allow,,,,database,allow-mysql,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4083,2840,37,9,38,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:39:04,7,-1,0,47,,pc-raed,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,benign,,unknown_url,,unknown_agent,,,,none,manual_utilisation_vpn.pdf,,,,,,no_message,emailread,,,,0,0,61,9,39,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:39:06,2,-1,0,143,,,,,,192.168.1.82,37653.0,0.0.0.0,54321.0,0.0.0.0,office365-checkin.info,,tcp,allow,,,,malware,allow-miscexploit,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4267,1418,34,9,39,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:39:32,5,-1,0,8,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.8,,,,,,,,,,,,http://10.10.10.10:9000/devops,post,unknown_agent,,,,none,,,,,requête redondante sur même endpoint,,no_message,,,,,0,0,61,9,39,2025-05-26 09:35:00,0,normal,['requête redondante sur même endpoint'],normal
2025-05-26 09:39:38,3,-1,0,127,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,account_unlocked,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,account for user sami.jaber was unlocked by admin,,no_message,,,,,0,0,61,9,39,2025-05-26 09:35:00,0,normal,['account for user sami.jaber was unlocked by admin'],normal
2025-05-26 09:39:38,1,-1,0,130,,pc-zubair,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,https,,low,failed,loginfailure,,,,suspicious powershell activity,unknown_url,,unknown_agent,,,,C:\Users\samira\AppData\Local\Temp\msword.exe,,powershell.exe,winlogon.exe,,,,no_message,,,,,0,0,61,9,39,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:39:44,2,-1,0,143,,,,,,192.168.1.25,49608.0,64.233.186.27,8080.0,0.0.0.0,,,tcp,allow,,,,web,allow-http-alt,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2504,2731,16,9,39,2025-05-26 09:35:00,0,normal,[],normal
2025-05-26 09:40:05,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,3,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Interface FastEthernet0/0, changed state to down",,link,updown,um6p,0,0,61,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:15,5,-1,0,6,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.150,,data.leak.org,,,,,,,,,,http://data.leak.org/um6p.db,get,unknown_agent,,,,none,,,,,connexion simultanée depuis plusieurs pays,,no_message,,,,,0,0,61,9,40,2025-05-26 09:40:00,0,normal,['connexion simultanée depuis plusieurs pays'],normal
2025-05-26 09:40:15,2,-1,0,143,,,,,,192.168.1.45,38158.0,198.244.112.0,1194.0,0.0.0.0,,,udp,allow,,,,vpn,allow-openvpn,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4823,3003,41,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:18,2,-1,0,143,,,,,,192.168.1.26,58482.0,185.199.110.153,5601.0,0.0.0.0,,,tcp,allow,,,,cloud,allow-kibana,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4050,801,26,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:19,2,-1,0,143,,,,,,192.168.1.74,15940.0,104.244.42.1,5900.0,0.0.0.0,,,tcp,allow,,,,remote-access,allow-vnc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6228,6317,62,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:32,2,-1,0,143,,,,,,192.168.1.19,6092.0,3.5.140.0,587.0,0.0.0.0,,,tcp,allow,,,,email,allow-smtp-sub,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4770,3850,54,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:43,0,4634,0,82,,,um6p-lab03,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.255.255.255,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,disk space running low,,no_message,,,,,0,0,61,9,40,2025-05-26 09:40:00,0,normal,['disk space running low'],normal
2025-05-26 09:40:45,4,-1,0,75,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_search,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,téléchargement d’un manuel d’accès vpn: recherche 'protocoles sécurité messagerie',,no_message,,,,,0,0,61,9,40,2025-05-26 09:40:00,0,normal,"[""téléchargement d’un manuel d’accès vpn: recherche 'protocoles sécurité messagerie'"", ""réception d’un email contenant des instructions critiques: destinataire 'lamia.bader@um6p.ma', sujet 'compte rendu du séminaire um6p'""]",normal
2025-05-26 09:40:48,2,-1,0,143,,,,,,192.168.1.60,58245.0,206.189.0.1,161.0,0.0.0.0,,,udp,allow,,,,network-services,allow-snmp,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6645,8217,55,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:40:57,4,-1,0,129,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,unauthorized_access_attempt,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,blocage d’un lien malveillant intégré dans un email,,no_message,,,,,0,0,61,9,40,2025-05-26 09:40:00,0,normal,['blocage d’un lien malveillant intégré dans un email'],normal
2025-05-26 09:40:58,7,-1,0,118,,pc-rina,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,phishing_link,,unknown_url,,unknown_agent,,,,none,rapport_etude_faisabilite.pdf,,,,,,no_message,dnsrequest,,,,0,0,61,9,40,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:41:02,5,-1,0,26,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.99,,portal.um6p.ma,,,,,,,,,,http://portal.um6p.ma/grades,get,unknown_agent,,,,none,,,,,lien contenu dans email suspect,,no_message,,,,,0,0,61,9,41,2025-05-26 09:40:00,0,normal,['lien contenu dans email suspect'],normal
2025-05-26 09:41:06,3,-1,0,145,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,logout,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user wahid.farhan logged out successfully,,no_message,,,,,0,0,61,9,41,2025-05-26 09:40:00,0,normal,['user wahid.farhan logged out successfully'],normal
2025-05-26 09:41:18,2,-1,0,143,,,,,,192.168.1.40,9827.0,1.1.1.1,6667.0,0.0.0.0,,,tcp,allow,,,,malware,allow-irc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8384,4886,24,9,41,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:41:29,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,5,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Reload complete,,sys,reload_complete,um6p,0,0,61,9,41,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:41:48,2,-1,0,143,,,,,,192.168.1.18,15650.0,104.17.175.85,989.0,0.0.0.0,,,tcp,allow,,,,file-transfer,allow-ftps-data,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,1894,2408,12,9,41,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:42:00,2,-1,0,143,,,,,,192.168.1.14,33443.0,8.8.4.4,520.0,0.0.0.0,,,udp,allow,,,,network-services,allow-rip,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,2496,7404,48,9,42,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:42:19,5,-1,0,79,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.137,,suspicious-mirror.com,,,,,,,,,,http://suspicious-mirror.com/download.exe,get,unknown_agent,,,,none,,,,,échec de vérification d'identité,,no_message,,,,,0,0,61,9,42,2025-05-26 09:40:00,0,normal,"[""échec de vérification d'identité""]",normal
2025-05-26 09:42:21,2,-1,0,143,,,,,,192.168.1.81,10097.0,185.107.56.253,5060.0,0.0.0.0,,,udp,allow,,,,voip,allow-sip,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,5069,591,51,9,42,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:42:29,3,-1,0,132,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,mfa_challenge,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,mfa challenge triggered for user sara.farid,,no_message,,,,,0,0,61,9,42,2025-05-26 09:40:00,0,normal,['mfa challenge triggered for user sara.farid'],normal
2025-05-26 09:42:30,2,-1,0,143,,,,,,192.168.1.11,20593.0,157.240.1.35,1521.0,0.0.0.0,,,tcp,allow,,,,database,allow-oracle-db,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6361,8235,42,9,42,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:42:31,7,-1,0,15,,pc-sawsan,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,malware_detected,,unknown_url,,unknown_agent,,,,none,formulaire_demande_acces.pdf,,,,,,no_message,processstart,,,,0,0,61,9,42,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:42:36,2,-1,0,143,,,,,,192.168.1.93,4674.0,18.184.0.0,1521.0,0.0.0.0,,,tcp,allow,,,,database,allow-oracle-db,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,6840,6990,42,9,42,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:10,5,-1,0,25,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.50,,social-engineering.org,,,,,,,,,,http://social-engineering.org/um6p_login,post,unknown_agent,,,,none,,,,,accès refusé - domaine blacklisté,,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,['accès refusé - domaine blacklisté'],normal
2025-05-26 09:43:12,2,-1,0,143,,,,,,192.168.1.20,20735.0,104.17.175.85,110.0,0.0.0.0,,,tcp,allow,,,,email,allow-pop3,,,unknown_url,,"""Mozilla/5.0 (X11; Linux x86_64) Gecko/20100101 Firefox/115.0""",,,,none,,,,,,,no_message,,,,,4120,5210,43,9,43,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:14,4,-1,0,21,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,login_success,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,suppression d’un email confidentiel: ip 10.10.12.119,,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,['suppression d’un email confidentiel: ip 10.10.12.119'],normal
2025-05-26 09:43:21,3,-1,0,136,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,group_joined,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,user shimaa.hassan joined group,,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,['user shimaa.hassan joined group'],normal
2025-05-26 09:43:23,7,-1,0,51,,pc-rana,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,phishing_link,,unknown_url,,unknown_agent,,,,none,fichier_backup_db.sql,,,,,,no_message,logreview,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:27,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,6,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,Denied UDP src 192.168.10.118/25104 dst 192.168.10.106/10125 by access-group 105,,acl,logging,um6p,0,0,61,9,43,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:31,2,-1,0,143,,,,,,192.168.1.78,53472.0,203.0.113.99,1701.0,0.0.0.0,,,udp,allow,,,,vpn,allow-l2tp,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,1536,7395,27,9,43,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:40,4,-1,0,32,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_rule_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,signalement d’un email spam suspect,,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,['signalement d’un email spam suspect'],normal
2025-05-26 09:43:40,0,4947,0,4,,,um6p-srv03,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.0.0.123,,,,,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,audit log cleared,,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,['audit log cleared'],normal
2025-05-26 09:43:44,2,-1,0,143,,,,,,192.168.1.94,64260.0,40.90.142.60,5900.0,0.0.0.0,,,tcp,allow,,,,remote-access,allow-vnc,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4428,497,62,9,43,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:43:47,4,-1,0,75,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,send_email,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,"réception d’un email contenant des instructions critiques: destinataire 'lamia.bader@um6p.ma', sujet 'compte rendu du séminaire um6p'",,no_message,,,,,0,0,61,9,43,2025-05-26 09:40:00,0,normal,"[""téléchargement d’un manuel d’accès vpn: recherche 'protocoles sécurité messagerie'"", ""réception d’un email contenant des instructions critiques: destinataire 'lamia.bader@um6p.ma', sujet 'compte rendu du séminaire um6p'""]",normal
2025-05-26 09:44:05,4,-1,0,85,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,alert_triggered,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,demande d’aide pour récupération de mot de passe,,no_message,,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,['demande d’aide pour récupération de mot de passe'],normal
2025-05-26 09:44:07,7,-1,0,130,,pc-farid,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,,,,,,phishing_link,,unknown_url,,unknown_agent,,,,none,plan_formation_rh_2025.docx,,,,,,no_message,emailread,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:44:09,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,4,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Routing failed to reach 192.168.10.128 via 10.0.0.1, dropping packet",,routing,rt_fail,um6p,0,0,61,9,44,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:44:15,6,-1,0,143,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,,4,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,,,"Routing failed to reach 192.168.10.116 via 192.168.10.1, dropping packet",,routing,rt_fail,um6p,0,0,61,9,44,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:44:20,2,-1,0,143,,,,,,192.168.1.24,37038.0,198.51.100.77,21.0,0.0.0.0,,,tcp,allow,,,,file-transfer,allow-ftp-control,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,8105,1988,9,9,44,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:44:26,4,-1,0,141,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,email_rule_created,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,blocage d’un lien malveillant intégré dans un email,,no_message,,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,['blocage d’un lien malveillant intégré dans un email'],normal
2025-05-26 09:44:34,3,-1,0,144,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,,policy_applied,,,,,,,,unknown_url,,unknown_agent,,,,none,,,,,new iam policy applied to user wael.abdulrahim,,no_message,,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,['new iam policy applied to user wael.abdulrahim'],normal
2025-05-26 09:44:37,1,-1,0,58,,pc-khalifa,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,0.0.0.0,,,smb,,low,failed,accessdenied,,,,unauthorized access attempt,unknown_url,,unknown_agent,,,,C:\Users\kareem\Music\song.mp3,,cmd.exe,winlogon.exe,,,,no_message,,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,[],normal
2025-05-26 09:44:44,5,-1,0,47,,,,,,0.0.0.0,-1.0,0.0.0.0,-1.0,10.10.12.16,,helpdesk.um6p.ma,,,,,,,,,,http://helpdesk.um6p.ma/reset-password,post,unknown_agent,,,,none,,,,,exfiltration de données possible,,no_message,,,,,0,0,61,9,44,2025-05-26 09:40:00,0,normal,['exfiltration de données possible'],normal
2025-05-26 09:44:48,2,-1,0,143,,,,,,192.168.1.42,57203.0,192.30.255.113,1720.0,0.0.0.0,,,tcp,allow,,,,voip,allow-h323,,,unknown_url,,unknown_agent,,,,none,,,,,,,no_message,,,,,4054,778,14,9,44,2025-05-26 09:40:00,0,normal,[],normal
